user_id,anchor,anchor_label,anchor_group,anchor_description,cosine_similarity,cosine_distance,n_anchor_terms,n_posts,label_majority,targets,channel_id,channel_title,group_label,corpus,source_kind,n_videos,similarity_zscore_within_anchor,distance_zscore_within_anchor
afghanistan_news::UCK7tptUDHh-RYDsdxO1-5QQ,war,War,theme,General war framing.,0.34058678150177,0.65941321849823,1,4589,news,,UCK7tptUDHh-RYDsdxO1-5QQ,The Wall Street Journal,afghanistan_news,afghanistan,news,4,1.2610931923006592,-1.2610931923006592
afghanistan_news::UCLXo7UDZvByw2ixzpQCufnA,war,War,theme,General war framing.,0.33967798948287964,0.6603220105171204,1,3634,news,,UCLXo7UDZvByw2ixzpQCufnA,Vox,afghanistan_news,afghanistan,news,1,0.12326052765149774,-0.12326052765149774
afghanistan_news::UCVSNOxehfALut52NbkfRBaA,war,War,theme,General war framing.,0.3395332098007202,0.6604667901992798,1,3016,news,,UCVSNOxehfALut52NbkfRBaA,Voice of America,afghanistan_news,afghanistan,news,46,-0.05800762624322341,0.05800762624322341
afghanistan_news::UCZaT_X_mc0BI-djXOlfhqWQ,war,War,theme,General war framing.,0.3399832546710968,0.6600167453289032,1,43295,news,,UCZaT_X_mc0BI-djXOlfhqWQ,VICE News,afghanistan_news,afghanistan,news,9,0.5054609599988894,-0.5054609599988894
afghanistan_news::UCcyq283he07B7_KUX07mmtA,war,War,theme,General war framing.,0.3398211598396301,0.6601788401603699,1,2141,news,,UCcyq283he07B7_KUX07mmtA,Business Insider,afghanistan_news,afghanistan,news,2,0.3025137617622924,-0.3025137617622924
afghanistan_news::UCzuqE7-t13O4NIDYJfakrhw,war,War,theme,General war framing.,0.3407408595085144,0.6592591404914856,1,3511,news,,UCzuqE7-t13O4NIDYJfakrhw,Democracy Now!,afghanistan_news,afghanistan,news,15,1.4540031049469557,-1.4540031049469557
afghanistan_influencers::UC-3jIAlnQmbbVMV6gR7K8aQ,peace,Peace,theme,General peace and de-escalation framing.,0.4307303726673126,0.5692696273326874,1,7028,influencer,,UC-3jIAlnQmbbVMV6gR7K8aQ,The Majority Report w/ Sam Seder,afghanistan_influencers,afghanistan,influencer,26,-0.9751797211343806,0.9751797211343806
afghanistan_influencers::UCCRNUa9EwvRXMYwUmDi3JtA,peace,Peace,theme,General peace and de-escalation framing.,0.43013355135917664,0.5698664486408234,1,975,influencer,,UCCRNUa9EwvRXMYwUmDi3JtA,Chad Prather,afghanistan_influencers,afghanistan,influencer,3,-1.642129247975578,1.642129247975578
afghanistan_influencers::UCD8YGIxFCnVqv-ZGqgtVWAg,peace,Peace,theme,General peace and de-escalation framing.,0.4337639808654785,0.5662360191345215,1,6425,influencer,,UCD8YGIxFCnVqv-ZGqgtVWAg,Erick Stakelbeck on TBN,afghanistan_influencers,afghanistan,influencer,7,2.414886157557936,-2.414886157557936
afghanistan_influencers::UCIveFvW-ARp_B_RckhweNJw,peace,Peace,theme,General peace and de-escalation framing.,0.4310574531555176,0.5689425468444824,1,3067,influencer,,UCIveFvW-ARp_B_RckhweNJw,StevenCrowder,afghanistan_influencers,afghanistan,influencer,2,-0.6096663356813623,0.6096663356813623
afghanistan_influencers::UCJdKr0Bgd_5saZYqLCa9mng,peace,Peace,theme,General peace and de-escalation framing.,0.43114256858825684,0.5688574314117432,1,497,influencer,,UCJdKr0Bgd_5saZYqLCa9mng,The Rubin Report,afghanistan_influencers,afghanistan,influencer,3,-0.5145495950113104,0.5145495950113104
afghanistan_influencers::UCLdP3jmBYe9lAZQbY6OSYjw,peace,Peace,theme,General peace and de-escalation framing.,0.43281564116477966,0.5671843588352203,1,188,influencer,,UCLdP3jmBYe9lAZQbY6OSYjw,Benny Johnson,afghanistan_influencers,afghanistan,influencer,6,1.3551138169200783,-1.3551138169200783
afghanistan_influencers::UCQANb2YPwAtK-IQJrLaaUFw,peace,Peace,theme,General peace and de-escalation framing.,0.43047207593917847,0.5695279240608215,1,9609,influencer,,UCQANb2YPwAtK-IQJrLaaUFw,Brian Tyler Cohen,afghanistan_influencers,afghanistan,influencer,2,-1.2638270570543175,1.2638270570543175
afghanistan_influencers::UCaYw_yJ_YLPEv6zR2c7hgHA,peace,Peace,theme,General peace and de-escalation framing.,0.4310760796070099,0.5689239203929901,1,3658,influencer,,UCaYw_yJ_YLPEv6zR2c7hgHA,The Officer Tatum,afghanistan_influencers,afghanistan,influencer,1,-0.5888512226145618,0.5888512226145618
afghanistan_influencers::UCeJGFZww0__Ln7OFfeYRs4w,peace,Peace,theme,General peace and de-escalation framing.,0.4310827851295471,0.5689172148704529,1,700,influencer,,UCeJGFZww0__Ln7OFfeYRs4w,Compound Media,afghanistan_influencers,afghanistan,influencer,1,-0.5813577819105136,0.5813577819105136
afghanistan_influencers::UClFSU9_bUb4Rc6OYfTt5SPw,peace,Peace,theme,General peace and de-escalation framing.,0.43053075671195984,0.5694692432880402,1,15611,influencer,,UClFSU9_bUb4Rc6OYfTt5SPw,Philip DeFranco,afghanistan_influencers,afghanistan,influencer,3,-1.198251124848669,1.198251124848669
afghanistan_influencers::UCnQC_G5Xsjhp9fEJKuIcrSw,peace,Peace,theme,General peace and de-escalation framing.,0.43038520216941833,0.5696147978305817,1,71485,influencer,,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,afghanistan_influencers,afghanistan,influencer,22,-1.3609087443978756,1.3609087443978756
afghanistan_influencers::UCtoaZpBnrd0lhycxYJ4MNOQ,peace,Peace,theme,General peace and de-escalation framing.,0.43164557218551636,0.5683544278144836,1,3638,influencer,,UCtoaZpBnrd0lhycxYJ4MNOQ,HasanAbi,afghanistan_influencers,afghanistan,influencer,3,0.04755837033502597,-0.04755837033502597
afghanistan_influencers::UCvixJtaXuNdMPUGdOPcY8Ag,peace,Peace,theme,General peace and de-escalation framing.,0.4312315583229065,0.5687684416770935,1,8075,influencer,,UCvixJtaXuNdMPUGdOPcY8Ag,David Pakman Show,afghanistan_influencers,afghanistan,influencer,16,-0.41510331082336394,0.41510331082336394
afghanistan_influencers::UCx_2Vso6Qz76n-w5KV8DZcA,peace,Peace,theme,General peace and de-escalation framing.,0.43289899826049805,0.567101001739502,1,191,influencer,,UCx_2Vso6Qz76n-w5KV8DZcA,Allie Beth Stuckey,afghanistan_influencers,afghanistan,influencer,2,1.448265610916624,-1.448265610916624
afghanistan_news::UC3ScyryU9Oy9Wse3a8OAmYQ,peace,Peace,theme,General peace and de-escalation framing.,0.4317045211791992,0.5682954788208008,1,492,news,,UC3ScyryU9Oy9Wse3a8OAmYQ,FRONTLINE PBS | Official,afghanistan_news,afghanistan,news,1,0.11343404016883644,-0.11343404016883644
afghanistan_news::UC9k-yiEpRHMNVOnOi_aQK8w,peace,Peace,theme,General peace and de-escalation framing.,0.43167856335639954,0.5683214366436005,1,6184,news,,UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition,afghanistan_news,afghanistan,news,4,0.08442609859894316,-0.08442609859894316
